4.55E-05,3.08E-05,4.53E-05,3.60E-05,5.65E-05,5.15E-05,,0.000119877,4.15802E-05,0.000143194,4.71592E-05,0.000165796,5.0354E-05
6.68E-05,3.98E-05,8.56E-05,4.84E-05,7.25E-05,5.53E-05,,0.000268745,9.48429E-05,0.000260782,0.000116587,0.000205755,0.00012145
5.79E-05,2.81E-05,0.000120163,4.29E-05,8.20E-05,4.08E-05,,0.000168276,0.000188065,0.000350571,0.000226736,0.000224638,0.000171423
0.00031209,9.11E-05,0.000257492,8.87E-05,0.000174999,7.65E-05,,0.000172806,0.00022316,0.000334835,0.000321817,0.000206614,0.000213861
0.000117064,1.81E-05,0.000207424,1.98E-05,0.000442982,2.77E-05,,0.000144529,0.000210857,0.000237799,0.000312328,0.000176477,0.00024991
0.000207186,4.32E-05,0.000212908,9.04E-05,0.000195265,9.08E-05,,0.000307989,0.000475359,0.000365353,0.000505972,0.000232649,0.000288868
0.000304222,7.89E-05,0.000252008,9.61E-05,0.000139475,0.000103951,,0.000465822,0.000583553,0.000339031,0.000566864,0.00016427,0.000337124
0.000292778,7.37E-05,0.000337124,0.000108719,0.00020647,0.000127792,,0.000239277,0.000378561,0.000458574,0.000564814,0.000295401,0.000360203
0.000240088,4.03E-05,0.000246763,4.89E-05,0.000226498,6.01E-05,,0.000733519,0.000430679,0.001126623,0.000846195,0.000532007,0.000461769
0.000299454,0.00023818,0.000255108,0.000238895,0.000261068,0.00022459,,0.001037359,0.00055356,0.001477575,0.001013231,0.000570726,0.000453377
0.0003016,0.000255346,0.000506878,0.000439167,0.000308037,0.000244379,,0.000505638,0.000711918,0.000998497,0.001444387,0.000459623,0.000743103
0.000110626,5.08E-05,0.000250101,6.18E-05,0.000175714,5.70E-05,,0.00091548,0.000753546,0.00194478,0.001182461,0.000786257,0.000539732
0.000156164,4.43E-05,0.0004251,5.32E-05,0.000222445,4.60E-05,,0.004343653,0.000755644,0.002543879,0.001187372,0.000790596,0.0005548
0.000196695,0.000208855,0.000485897,0.000498772,0.000347614,0.000426531,,0.001249933,0.001332235,0.002769947,0.001910114,0.000824404,0.000699139
7.63E-05,0.000380993,8.49E-05,8.08E-05,6.94E-05,8.32E-05,,0.000877094,0.001575232,0.001805639,0.001233673,0.000688934,0.000624657
0.00011158,0.000221491,0.000180244,0.000494003,0.000145197,0.000270367,,0.001382208,0.001797819,0.002891064,0.002463531,0.00086832,0.000837851
0.000235796,0.000492334,0.000474215,0.000265837,0.000276089,0.000251293,,,,,,,
0.000173807,8.65E-05,0.00040555,0.000195026,0.000237942,0.000118256,,,,,,,
0.000203371,0.000245333,0.000416279,0.000504494,0.000189304,0.000305414,,,,,,,
0.000139475,7.01E-05,0.000197887,0.000149727,0.000184536,0.000123978,,,,,,,
0.000161409,0.0002141,0.000284433,0.000409603,0.00029254,0.000314236,,,,,,,
0.000207901,0.000222683,0.000423908,0.000436068,0.000262022,0.000422478,,,,,,,
0.000128508,0.000138283,0.000206232,0.000229836,0.000136137,0.00017643,,,,,,,
7.32E-05,0.000294209,0.000109911,9.56E-05,7.61E-05,9.63E-05,,,,,,,
0.000151634,0.000185013,0.000164509,0.00039053,0.000115633,0.000240088,,,,,,,
0.000170946,0.000421524,0.000252485,0.000356674,0.000235796,0.000268698,,,,,,,
0.000650406,0.000117779,0.000875473,0.000150919,0.000476599,0.0001266,,,,,,,
0.000458002,0.000272512,0.000318766,0.000523567,0.000164986,0.000249863,,,,,,,
0.000150442,0.000801802,0.000236034,0.00063467,0.000176907,0.000341892,,,,,,,
0.000110149,0.000763178,0.000144005,0.000864029,0.000108957,0.000457287,,,,,,,
0.000818729,0.000394583,0.001017809,0.000662804,0.000348806,0.000309467,,,,,,,
0.000376701,0.000494719,0.000216007,0.00099659,0.000119448,0.000458956,,,,,,,
0.00039506,0.001331329,0.000159502,0.000112772,0.00012064,0.000130653,,,,,,,
0.000422955,0.000221968,0.000207186,0.000417948,0.000141144,0.000333786,,,,,,,
0.000315666,0.000475168,9.47E-05,0.000644207,9.13E-05,0.000452757,,,,,,,
0.000373363,0.00083065,0.000674486,0.001174688,0.000409126,0.000576973,,,,,,,
0.000151396,0.000208139,0.000387192,0.000519276,0.00030756,0.000374079,,,,,,,
0.000231266,0.00066638,0.000450611,0.000793219,0.00026083,0.000550985,,,,,,,
0.000189304,0.000102758,0.000344992,0.000191689,0.000249863,0.000190258,,,,,,,
0.000251055,8.49E-05,0.000435591,0.000145197,0.000249624,0.000108719,,,,,,,
0.0009408,0.000701904,0.001550674,0.001287937,0.000622272,0.000729084,,,,,,,
0.000556707,0.000592232,0.000854731,0.001033783,0.000473261,0.0004704,,,,,,,
0.000266552,0.000594139,0.000316858,0.001502752,0.000283957,0.000719786,,,,,,,
0.000554562,0.000221252,0.001108408,0.000344276,0.000454903,0.000313282,,,,,,,
0.001348972,4.39E-05,0.001802444,6.22E-05,0.000825644,7.63E-05,,,,,,,
0.000706911,0.001041889,0.000573397,0.001922131,0.000258684,0.000759363,,,,,,,
0.000929356,0.000298023,0.001509905,0.000597477,0.000592232,0.000351191,,,,,,,
0.001212358,0.000418186,0.002165794,0.000634432,0.000736713,0.000282049,,,,,,,
0.001110554,0.000536442,0.001656771,0.00115633,0.000725508,0.00049901,,,,,,,
0.001227617,0.000473261,0.00148201,0.000755787,0.000540495,0.000375271,,,,,,,
0.000293493,0.000518322,0.000464439,0.000886917,0.000263214,0.000568867,,,,,,,
0.000660658,0.001210928,0.001327276,0.002211571,0.000665665,0.000988722,,,,,,,
0.000176668,0.000230312,0.000326157,0.000434399,0.000184059,0.000313282,,,,,,,
0.001027822,0.001058578,0.001969576,0.001596451,0.000653267,0.000750303,,,,,,,
0.000369549,0.000541449,0.000905037,0.0020926,0.000531912,0.001094341,,,,,,,
0.000966072,6.87E-05,0.002088785,0.0001266,0.000697374,0.000107288,,,,,,,
0.001683474,0.000769138,0.002952576,0.001516104,0.000974894,0.000673771,,,,,,,
0.000389814,0.000230551,0.000626087,0.000566959,0.000343323,0.000304461,,,,,,,
0.000731945,0.001102924,0.001516104,0.002274275,0.000672817,0.000831366,,,,,,,
0.000806093,0.001596451,0.00254035,0.001428366,0.001242876,0.000781775,,,,,,,
0.014753819,0.000407934,0.003567457,0.000917435,0.001026869,0.000439644,,,,,,,
0.001318693,0.001535892,0.002071142,0.00145483,0.000715256,0.000693321,,,,,,,
0.002240896,0.001349211,0.003089666,0.002912045,0.000854254,0.00118804,,,,,,,
0.00211668,0.000154972,0.003463268,0.000294924,0.001127481,0.000275135,,,,,,,
0.001288176,0.00033021,0.000527859,0.000357628,0.00022912,0.00017786,,,,,,,
0.00071907,0.002701521,0.001062632,0.002979517,0.000385523,0.000890493,,,,,,,
0.000534296,0.00175643,0.000906467,0.002027512,0.000353813,0.000708342,,,,,,,
0.002182007,0.00072217,0.003955126,0.001202583,0.001187801,0.000504732,,,,,,,
0.000984669,0.000383854,0.003985643,0.000744581,0.001125097,0.00026536,,,,,,,
0.001829624,0.001097202,0.003939867,0.002596378,0.001069784,0.001126766,,,,,,,
0.001112223,0.000660896,0.003196478,0.001443624,0.000864267,0.000718117,,,,,,,
0.000814199,0.004573584,0.001005411,0.000697613,0.000511885,0.000426292,,,,,,,
0.00060606,0.000285864,0.001772165,0.000831127,0.000882387,0.000599861,,,,,,,
0.000662088,0.000957727,0.000985384,0.001430511,0.000411749,0.000560045,,,,,,,
0.001190901,0.001398087,0.002068758,0.00176549,0.000774384,0.000818968,,,,,,,
0.001060963,0.002521276,0.002317905,0.005884647,0.000820398,0.001356602,,,,,,,
0.000446558,0.003947258,0.001209736,0.001238346,0.000408888,0.000688553,,,,,,,
0.000667572,0.000176907,0.001610518,0.000272512,0.00047493,0.000221491,,,,,,,
0.001830816,0.00085187,0.003697872,0.002125978,0.001052618,0.000914335,,,,,,,
0.00290513,0.001491785,0.005619287,0.002796173,0.001584768,0.001008272,,,,,,,
